PWL_ID,WIN,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Length
1302-0059,H- 31-P44-36,"Stone Hill River, Lower, and tribs","stream and tribs, from mouth to near Pound Ridge",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0059.pdf,72910.46176
1302-0060,H- 31-P44-43,"Kisco River, Lower, and tribs","stream and tribs, from mouth to below Mount Kisco",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0060.pdf,10034.90783
1302-0061,H- 31-P44-43,"Kisco River, Upper, and tribs","stream and tribs, above Mount Kisco",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0061.pdf,50981.2071
1302-0064,H- 31 (portion 1),"Croton River, Lower, Main Stem",from tidal waters to Mount Airy,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0064.pdf,1364.383669
1302-0065,H- 31 (portion 2),"Croton River, Lower, Main Stem",from Mount Airy to New Croton Dam,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0065.pdf,2279.32205
1302-0066,H- 31- 1 thru 6,Minor Tribs to Lower Croton River,"total length of all tribs, from mouth to New Croton Dam",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0066.pdf,12661.41101
1302-0068,H- 31-P44- 1 thru 1a,Minor Tribs to New Croton Reservoir,"total length of select tribs, dam to Hunter Brook",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0068.pdf,5179.849799
1302-0073,H- 31-P44- 2-P49a- 2,Unnamed Trib to Mill Pond/Hunter Brook,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0073.pdf,9935.712252
1302-0074,H- 31-P44- 2a thru 13,Minor Tribs to New Croton Reservoir,"total length of select tribs, Hunter Brook to Muscoot R",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0074.pdf,24594.87763
1302-0081,H- 31-P44-14- 7-P52- and 4-P51-,Tribs of Secor and Kirk Lakes,total length of all tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0081.pdf,8053.288187
1310-0023,H-204- 2- 7,"Valatie Kill, Lower, and tribs","stream and tribs, from mouth to Niverville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0023.pdf,8087.841989
1310-0024,H-204- 2- 7,"Valatie Kill, Upper, and tribs","stream and tribs, above Nassau Lake",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0024.pdf,49121.25495
1310-0028,H-204- 2- 9,Kline Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0028.pdf,109200.7195
1310-0031,H-204- 2-10,Stony Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0031.html,120433.6662
1306-0015,H-139-13-61- 9,"Wawayanda Creek, Upper, and minor tribs","stream and select tribs, above Warwick",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0015.pdf,34036.6992
1306-0017,H-139-13 (portion 4),"Wallkill River, Upper, and minor tribs","stream and select tribs, above Middletown",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0017.html,96111.13591
1306-0025,H-139-13-59,Quaker Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0025.html,66826.4485
1306-0026,H-139-14 (portion 6),"Rondout Creek, Upper, and minor tribs","stream and select tribs, fr reservoir to E.Mountain Rd.",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0026.html,30021.0916
1302-0094,H- 31-P44-23 (portion 5),"West Branch Croton R, Middle, and tribs",from West Branch Reservoir to Boyd Corners Reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0094.pdf,3588.183502
1302-0095,H- 31-P44-23 (portion 7),"West Branch Croton R, Upper, and tribs",from Boyd Corners Reservoir to Sagamore Lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0095.pdf,40940.59604
1302-0097,H- 31-P44-23 (portion 8)/P76j-,Tribs to Sagamore Lake,total length of all tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0097.html,10006.1922
1302-0099,H- 31-P44-23-P59- 2,Mud Pond Brook and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0099.pdf,12613.9756
1302-0102,H- 31-P44-23-P59- 3,Lake Gilead Outlet,entire stream,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0102.html,608.3592458
0503-0001,Pa  3-57- 5 (portion 4),"Canisteo River, Middle, and minor tribs","stream and selected tribs, from Canisteo to Hornell",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0001.html,92512.27701
0503-0004,Pa  3-57,"Tioga River, Main Stem",from Painted Post to NY-Pa state line,Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0004.html,24419.24042
0503-0005,Pa  3-57- 5-47,"Canacadea Creek, Upper, and minor tribs","stream and selected tribs, above Almond Reservoir",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0005.pdf,75796.07327
0503-0006,Pa  3-57- 5 (portion 2),"Canisteo River, Middle, and minor tribs","stream and selected tribs, from Addison to Cameron",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0006.html,116670.2202
0503-0007,Pa  3-57- 5-40,"Bennetts Creek, Lower, and minor tribs","stream and selected tribs, from mouth to Bennetts",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0007.html,55045.09175
0503-0008,Pa  3-57- 5-47,"Canacadea Creek, Lower, and tribs","stream and tribs, from mouth to Almond Reservoir",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0008.html,8295.416104
0503-0009,Pa 25 (incl Pa 21 thru 24),"Troups Creek, Lower, and tribs","stream and tribs, from state line to Troupsburg",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0009.html,81794.13049
0503-0010,Pa  3-57- 1 thru 20,Minor Tribs to Tioga River,"total length of select tribs, mouth to NY-Pa state line",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0010.html,119971.1974
0503-0011,Pa  3-57- 5 (portion 1),"Canisteo River, Lower, and minor tribs","stream and selected tribs, from mouth to Addison",Chemung River,https://www.dec.ny.gov/data/WQP/PWL/0503-0011.html,36255.22278
1302-0108,H- 31-P44-23-P59- 6-P62..P62a-,Minor Tribs to Lake Carmel,total length of all tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0108.pdf,2244.745639
1302-0146,H- 31-P44-37 thru 42,Minor Tribs to New Croton Reservoir,"total length of select tribs, from Cross R to Kisco R",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0146.pdf,10758.85571
1302-0148,H- 31-P44-44 thru 55,Minor Tribs to New Croton Reservoir,"total length of select tribs, from Kisco R to Croton R",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0148.html,33591.93619
1303-0010,H- 89,"Moodna Creek, Lower, and minor tribs","stream and select tribs, from mouth to Mountainville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0010.html,40658.39521
1303-0011,H- 89,"Moodna Creek, Upper, and minor tribs","stream and select tribs, above Mountainville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0011.html,211570.2549
1303-0014,H- 89- 7,Woodbury Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0014.html,61801.40218
1306-0039,H-139-13- 2,Swarte Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0039.pdf,43367.11024
1303-0025,H- 89-20,Otter Kill/Black Meadow Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0025.html,159483.1601
1304-0003,H- 95,"Fishkill Creek, Lower, and tribs","entire stream and tribs, from mouth to Brickerhoff",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0003.pdf,27967.68571
1304-0010,H- 95,"Fishkill Creek, Middle, and minor tribs","stream and select tribs, Brickerhoff to Hopewell Jct",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0010.html,107408.8042
1305-0014,H-101 (portion 4),"Wappingers Cr, Middle, and minor tribs","stream and select tribs, fr Pleasnt Val to Stanfrdville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0014.html,147795.2528
1305-0015,H-101- 1- 1a,Unnamed Trib to Hughsonville Cr,entire stream,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0015.pdf,8757.815892
1305-0016,H-101- 4,Unnamed Trib to Wappingers Cr and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0016.html,41017.91392
1305-0018,H-101-11,Unnamed Trib to Wappingers Cr and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0018.pdf,36394.11048
1305-0019,H-101-18,"Little Wappingers Cr, Lower, and tribs","stream and tribs, mouth to Schultzville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0019.html,45306.63678
1305-0020,H-101-18,"Little Wappingers Cr, Upper, and tribs","stream and tribs, above Schultzville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0020.html,66750.21753
1302-0084,H- 31-P44-14-P53- 1,Tribs of Lake Mahopac,total length of all tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0084.html,1153.386411
1302-0086,H- 31-P44-15 thru 16a,Minor Tribs to New Croton Reservoir,"total length of select tribs, Muscoot R to Plum Brook",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0086.pdf,17286.13132
1302-0087,H- 31-P44-17,"Plum Brook, Lower, and tribs","stream and tribs, from mouth to Lincolndale",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0087.pdf,13296.67004
1404-0082,D-71-78-a,Wright Brook Tributary,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0082.pdf,1385.827579
1404-0083,D-71-83,Rose Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0083.pdf,32726.50973
1404-0084,D-71-85,Betty Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0084.pdf,19564.00008
1306-0053,H-139-13-19- 9,"Pakanasink Creek, Upper, and tribs","stream and tribs, above Van Keuren",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0053.html,17497.31485
1201-0073,H-240 (portion  4),"Mohawk River/NYS Barge Canal, Main Stem",from Crescent Dam to Schenectady,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0073.pdf,31254.86685
1306-0072,H-139-13-51,Masonic Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0072.pdf,37354.52592
1306-0074,H-139-13-52,Monhagen Brook and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0074.html,41722.02994
1306-0078,H-139-13-61,Pochuck Creek and minor tribs,"stream and select tribs, from mouth to NY-NJ state line",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0078.html,26405.65408
1306-0079,H-139-13-61- 9,"Wawayanda Creek, Lower, and tribs","stream and tribs, from NY-NJ state line to Warwick",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0079.html,58269.91187
1301-0241,H-218,"Vlockie Kill, Upper, and tribs","stream and tribs, above South Schodack",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0241.pdf,19117.99916
1301-0242,H-219,Papscanee Creek and minor tribs,entire stream and select tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0242.pdf,42042.00635
1301-0243,H-219- 1,Moordener Kill and minor tribs,entire stream and select tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0243.pdf,53090.91576
1301-0244,H-219- 1- 4,North Branch Moordener Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0244.pdf,52214.91898
1404-0085,D-71-92,Lake Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0085.pdf,18708.42277
1404-0087,D-71-93,"Town Brook, Lower, and tribs",stream and tribs from mouth to water supply dam,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0087.pdf,20392.40507
1306-0052,H-139-13-19- 7,Dwaar Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0052.pdf,29184.64521
1301-0079,H- 94,"Quassaic Creek, Lower, and minor tribs","stream and select tribs, from mouth to Cronomer Valley",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0079.html,63818.41528
1310-0020,H-204,Stockport Creek and minor tribs,"stream and select tribs, from mouth to Stockport",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0020.pdf,6054.187222
1301-0095,H-214,Coeymans Creek and minor tribs,entire stream and select tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0095.html,94954.96101
1306-0054,H-139-13-19-10,Verkeerder Kill Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0054.html,37461.15405
1306-0057,H-139-13-19-15,Platte Kill/Halliday Brook and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0057.pdf,25119.56318
1306-0059,H-139-13-19-28,Little Shawangunk Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0059.pdf,26767.30127
1306-0061,H-139-13-20 thru 53,Minor Tribs to Middle Wallkill,"total length of select tribs, fr Tuthill to Middletown",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0061.html,142953.4288
1302-0104,H- 31-P44-23-P59- 6 (portion 1),"Middle Branch Croton R, Lower",entire stream,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0104.pdf,239.5784549
1302-0105,H- 31-P44-23-P59- 6 (portion 3),"Middle Branch Croton R, Middle, and trib","stream and tribs, Middle Branch Reserv to Lake Carmel",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0105.pdf,10981.15888
1302-0106,H- 31-P44-23-P59- 6 (portion 4),"Middle Branch Croton R, Upper, and tribs","stream and tribs, above Lake Carmel",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0106.pdf,9247.704701
1302-0107,H- 31-P44-23-P59- 6-P62-,Minor Tribs to Middle Branch Reseroir,total length of all tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0107.pdf,8505.107881
1302-0048,H- 31-P44- 2,"Hunter Brook, Upper, and tribs",entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0048.pdf,5287.353663
1302-0049,H- 31-P44-14,"Muscoot River, Lower, and minor tribs","stream and select tribs, New Croton Res to Amawalk Res",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0049.html,16091.29186
1302-0050,H- 31-P44-14,"Muscoot River, Upper, and tribs","stream and tribs, above Amawalk Reservior",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0050.html,25199.34812
1302-0052,H- 31-P44-14- 1,"Hallocks Mill Brook, Upper, and tribs","stream and tribs, above Amawalk",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0052.pdf,18693.67308
1302-0055,H- 31-P44-24 (portion 3),"East Branch Croton, Middle, and tribs","stream and tribs, from Diverting Res to East Branch Res",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0055.pdf,20542.94537
1306-0027,H-139-13 (portion 2),"Wallkill River, Lower, Main Stem",from Sturgeon Pond to Tuthill,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0027.html,27516.11319
1306-0030,H-139 (portion 1),"Rondout River, Lower, Main Stem",from mouth to Eddyville,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0030.pdf,5447.693697
1306-0040,H-139-13- 3 thru 18,Minor Tribs to Lower Wallkill,"total length of select tribs, fr Sturgeon Pd to Tuthill",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0040.html,67190.684
1306-0044,H-139-13-16,Platte Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0044.pdf,41000.22407
1301-0257,H-236-13,"Quacken Kill, Upper, and tribs","stream and tribs, above Quackenkill",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0257.pdf,31340.32229
1302-0011,H- 31-P44-24-25,Muddy Brook and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0011.pdf,62012.67784
1302-0034,H- 31-P44-26,"Titicus River, Lower","stream, from mouth to Titicus Reservoir",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0034.pdf,1256.312832
1306-0045,H-139-13-19,"Shawangunk Kill, Lower, and minor tribs","stream and select tribs, from mouth to Pinebush",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0045.html,63559.26569
1306-0046,H-139-13-19,"Shawangunk Kill, Middle, and minor tribs","stream and select tribs, from Pinebush to New Vernon",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0046.pdf,122661.1195
1306-0047,H-139-13-19,"Shawangunk Kill, Middle, and tribs","stream and tribs, from New Vernon to New Hope",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0047.pdf,29741.8914
1306-0048,H-139-13-19,"Shawangunk Kill, Upper, and tribs","stream and tribs, above New Hope",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0048.pdf,18819.56839
1306-0050,H-139-13-19- 5,"Palmaghatt Kill, Upper, and tribs","stream and tribs, above Rutsonville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0050.html,8142.555829
1310-0022,H-204- 2,"Kinderhook Creek, Upper, and minor tribs","stream and select tribs, above East Nassau",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0022.html,241936.6682
1601-0033,Mass 5a thru 7a,Minor Tribs to Mass,total length of select tribs to Massachusetts,Housatonic River,https://www.dec.ny.gov/data/WQP/PWL/1601-0033.html,13422.89281
1601-0034,Mass 8,Williams River Trib and tribs,entire stream and tribs,Housatonic River,https://www.dec.ny.gov/data/WQP/PWL/1601-0034.pdf,13073.92364
1306-0081,H-139-13-61- 9-20,"Warwick Reservoir Outlet, Upp, and tribs","stream and tribs, above Warwick",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0081.pdf,3512.064952
1306-0082,H-139-13-61- 9-25,"Long House Creek, Upper, and tribs","stream and tribs, above Stonebridge",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0082.html,27173.18451
1306-0084,H-139-13-62- 2,Catlin Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0084.pdf,26450.68945
1306-0085,H-139-13-62- 3,"Indigot Creek, Lower, and tribs","stream and tribs, from mouth to near Mount Orange Road",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0085.pdf,49390.51973
1306-0086,H-139-13-62- 3,"Indigot Creek, Upper, and tribs","stream and tribs, above Mount Orange Road",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0086.pdf,18587.75331
1306-0088,H-139-14 (portion 1),"Rondout Creek, Middle, Main Stem",from Wallkill River to Wawarsing,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0088.html,40660.90821
1306-0033,H-139- 7,DeWitt Lake Outlet and tribs,"entire stream and tribs, from mouth to DeWitt Lake",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0033.pdf,5013.681572
1306-0035,H-139- 7-P449-,Tribs to DeWitt Lake,total length of all tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0035.pdf,4525.454971
1306-0038,H-139-13 (portion 3),"Wallkill River, Middle, Main Stem",from Tuthill to Middletown,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0038.html,45069.23443
1404-0071,D-71-61,"Little Delaware, Upper, and tribs",stream and tribs above Bovina Center,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0071.pdf,36899.11089
