Segment_ID,Segment_Name,Class,FACT_SHEET,HMW ,Waterbody_Index_Number,Description,Monitoring_Data,USGS,6NYCRR_Chapter_X_Part,Basin,Segment_Miles,Waterbody_Type,Notes,Shape__Area,Shape__Length
1701-0319,Tidal Tribs to Narrow Bay,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0319.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0319/2018,(MW7.2b) AO-MB-NB-175a thru 176d,total area of selected tidal tribs to bay,,,920,Atlantic Ocean/Long Island Soun,,Estuary,,725960.1091,20248.26229
1701-0326,Patchogue Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0326.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0326/2018,(MW7.3)  AO-GSB (portion 5),"entire bay, as described below",,,922,Atlantic Ocean/Long Island Soun,,Estuary,,8564911.865,19367.25825
1701-0337,"Connetquot River, Lower, and tribs",SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0337.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0337/2018,(MW7.6)  AO-GSB-193,reach and tribs from mouth to Montauk Highway (tidal),,,925,Atlantic Ocean/Long Island Soun,,Estuary,,1885513.06,26170.72003
1701-0355,Halsey Neck Pond,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0355.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0355/2018,(MW7.1b) AO-P818,entire pond,,,923,Atlantic Ocean/Long Island Soun,,Estuary,,33495.82251,917.5059455
1701-0361,Spring Creek and tribs,I,https://www.dec.ny.gov/data/WQP/PWL/1701-0361.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0361/2018,(MW8.5a) JB-249,entire basin and tidal tribs,,,891,Atlantic Ocean/Long Island Soun,,Estuary,,30633.40601,3820.18563
1701-0366,Pipes Cove,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0366.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0366/2018,(MW6.1b) GB-SIS(-PC),"entire cove, as described below",,,924,Atlantic Ocean/Long Island Soun,,Estuary,,1469909.625,5619.011705
1701-0371,Quantuck Canal/Moneybogue Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0371.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0371/2018,(MW7.1c) AO-SB-QB-QtC,"entire canal/bay, as described below",,,923,Atlantic Ocean/Long Island Soun,,Estuary,,464810.4187,8055.532716
1701-0374,Island Park Channel,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0374.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0374/2018,(MW8.4)  HB-IPC,entire channel,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,43394.01294,2458.181644
1702-0001,"Long Island Sound, Westchester Co Waters",SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0001.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0001/2018,(MW3.1)  LIS (portion 2),"Sound east of N/S line fr Premium Pt, in Westchester Co",,,935,Atlantic Ocean/Long Island Soun,,Estuary,,55549479.18,62384.86657
1702-0005,Flushing Creek/Bay,I,https://www.dec.ny.gov/data/WQP/PWL/1702-0005.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0005/2018,(MW2.5)  ER-LI-12,entire bay and creek (tidal portion),,,935,Atlantic Ocean/Long Island Soun,,Estuary,,3406996.974,17450.09086
1702-0009,Alley Creek/Little Neck Bay Trib,I,https://www.dec.ny.gov/data/WQP/PWL/1702-0009.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0009/2018,(MW2.5)  ER/LIS-LNB-19 thru 20,entire tidal reach and tribs,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,47275.45117,3128.868681
1702-0014,Huntington Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0014.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0014/2018,(MW5.2a) LIS-HB,"entire bay, as described below",,,925,Atlantic Ocean/Long Island Soun,,Estuary,,5657528.033,10021.19487
1702-0018,"Cold Spring Harbor, and tidal tribs",SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0018.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0018/2018,(MW4.4b) LIS-CSH,entire bay,,,925,Atlantic Ocean/Long Island Soun,,Estuary,,9443137.856,23913.6744
1702-0021,"Manhasset Bay, and tidal tribs",SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0021.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0021/2018,(MW4.2b) LIS-MB (portion 1),"portion of bay, as described below",,,885,Atlantic Ocean/Long Island Soun,,Estuary,,5778290.323,18430.41581
1702-0024,Dosoris Pond,SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0024.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0024/2018,(MW4.3b) LIS-41-P145,entire tidal waterbody,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,415697.937,4940.376853
1702-0025,"Nissequogue River, Lower",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0025.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0025/2018,(MW5.3)  LIS- 62,reach from mouth to Philips Mill Pond (tidal portion),,,925,Atlantic Ocean/Long Island Soun,,Estuary,,2141724.297,44727.29872
1701-0230,Spring Pond,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0230.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0230/2018,(MW6.1a) GB-P397,entire tidal waterbody,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,26282.37817,1481.240494
1701-0231,Gull Pond,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0231.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0231/2018,(MW6.1b) GB-SIS- 77-P400,entire tidal waterbody,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,44783.11255,1768.892063
1702-0063,Milton Harbor,SB,https://www.dec.ny.gov/data/WQP/PWL/1702-0063.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0063/2018,(MW3.4)  LIS (portion 2c),entire harbor,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,565485.9802,5879.833051
1702-0071,"Mamaroneck River, Lower",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0071.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0071/2018,(MW3.3)  LIS- 8,river from mouth to Route 1 (tidal portion),,,935,Atlantic Ocean/Long Island Soun,,Estuary,,307185.3809,5360.528515
1702-0099,"Wading River, Lower, and tidal tribs",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0099.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0099/2018,(MW5.4d) LIS- 68,tidal portion of stream and tribs,,,921,Atlantic Ocean/Long Island Soun,,Estuary,,49361.88086,4586.92252
1702-0121,Premium River and tribs,SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0121.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0121/2018,(MW3.2)  LIS- 6,reach and tribs from mouth to Route 1 (tidal portion),,,935,Atlantic Ocean/Long Island Soun,,Estuary,,40541.43408,3161.682989
1701-0299,"Phillips Creek, Lower, and tidal tribs",SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0299.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0299/2018,(MW7.1b) AO-SB-155,tidal portion of stream and tribs,,,923,Atlantic Ocean/Long Island Soun,,Estuary,,176180.1528,3675.282506
1701-0300,Penniman Creek and tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0300.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0300/2018,(MW7.1b) AO-SB-156,entire tidal reach and tribs,,,923,Atlantic Ocean/Long Island Soun,,Estuary,,218329.0393,3152.280191
1702-0026,Goldsmith Inlet,SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0026.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0026/2018,(MW5.4e) LIS- 72,entire inlet,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,87309.20801,1952.555614
1702-0042,East Creek and tidal tribs,SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0042.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0042/2018,(MW3.2)  LIS- 7,entire tidal reach and tribs,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,43276.20068,3217.614491
1702-0048,Leeds Pond,SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0048.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0048/2018,(MW4.2b) LIS-MB-P122c,entire tidal waterbody,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,86790.47534,1439.800872
1702-0062,"Blind Brook, Lower",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0062.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0062/2018,(MW3.4)  LIS-11,stream from mouth to end of tidal portion,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,69556.54175,3903.694628
1702-0129,Otter Creek/Mill Pond and tidal tribs,SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0129.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0129/2018,(MW3.3)  LIS-10/P1096,entire tidal reach and tribs,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,118343.5056,3116.231106
1702-0131,Playland Lake,SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0131.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0131/2018,(MW3.5)  LIS-12,entire tidal waterbody,,,935,Atlantic Ocean/Long Island Soun,,Estuary,,317056.9788,3031.636423
1702-0132,"Byram River, Lower",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0132.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0132/2018,(MW3.6)  LIS-13,river from mouth to Route 1 (tidal portion),,,935,Atlantic Ocean/Long Island Soun,,Estuary,,53488.88525,2159.667223
1702-0140,Undalls Mill Pond,SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0140.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0140/2018,(MW2.5)  ER/LIS-LNB-P119a,entire tidal waterbody,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,48978.54175,1573.777882
1702-0142,"Manhasset Bay, and tidal tribs",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0142.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0142/2018,(MW4.2b) LIS-MB (portion 3),"portion of bay, as described below",,,885,Atlantic Ocean/Long Island Soun,,Estuary,,736755.2922,5914.267136
1702-0146,"Glen Cove Creek, Lower, and tribs",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0146.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0146/2018,(MW4.3a) LIS-HH-38,reach and tribs from mouth to/incl Pratt Park Pond,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,150766.6848,4560.080599
1702-0151,Mill Neck Creek and tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0151.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0151/2018,(MW4.4a) LIS-OBH-MNC,entire tidal reach and tribs,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,1183974.496,10853.42206
1702-0229,Centerport Harbor,SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0229.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0229/2018,(MW5.2a) LIS-HB-NB-CH,entire harbor,,,925,Atlantic Ocean/Long Island Soun,,Estuary,,1483998.845,9530.538311
1702-0240,Flax Pond,SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0240.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0240/2018,(MW5.4b) LIS-P339,entire tidal waterbody,,,925,Atlantic Ocean/Long Island Soun,,Estuary,,251120.7788,6517.42871
1702-0241,"Port Jefferson Harbor, South, and tribs",SC,https://www.dec.ny.gov/data/WQP/PWL/1702-0241.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0241/2018,(MW5.4c) LIS-PJH (portion 2),"portion of harbor, as described below",,,925,Atlantic Ocean/Long Island Soun,,Estuary,,479821,3287.592419
1702-0260,Port Chester Harbor,SB,https://www.dec.ny.gov/data/WQP/PWL/1702-0260.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0260/2018,(MW3.6)  LIS (portion 2d),"entire harbor, as described below",,,935,Atlantic Ocean/Long Island Soun,,Estuary,,97628.32739,1549.93982
1702-0266,"Long Island Sound, Suffolk County, East",SA,https://www.dec.ny.gov/data/WQP/PWL/1702-0266.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0266/2018,(MW5.4e) LIS (portion 6),Sound from Mattituck Inlet to East Point/Fishers Island,https://soundhealthexplorer.org/swimmable/?layers=beaches,,924,Atlantic Ocean/Long Island Soun,,Estuary,,407559085.9,125264.18
1701-0018,Canaan Lake,B(T),https://www.dec.ny.gov/data/WQP/PWL/1701-0018.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0018/2018,(MW7.5)  AO-GSB-185-P889,entire lake,,,922,Atlantic Ocean/Long Island Soun,,Ponds,,98379.93262,2936.615099
1701-0020,Lake Ronkonkoma,B,https://www.dec.ny.gov/data/WQP/PWL/1701-0020.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0020/2018,(MW7.7)  AO-GSB-193..P304,entire lake,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,915693.502,3674.324861
1701-0021,Belmont Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0021.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0021/2018,(MW7.8)  AO-GSB-208-P949,entire lake,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,114902.595,3424.292758
1701-0026,West and East Mill Ponds,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0026.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0026/2018,(MW7.2a) AO-MB-174-P850/P851,total area of both ponds,,,920,Atlantic Ocean/Long Island Soun,,Ponds,,71964.69629,2530.614701
1701-0055,Patchogue Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1701-0055.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0055/2018,(MW7.5)  AO-GSB-185-P885,entire lake,,,922,Atlantic Ocean/Long Island Soun,,Ponds,,204043.6467,3879.50368
1701-0117,Agawam Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0117.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0117/2018,(MW7.1b) AO-P815,entire lake,,,923,Atlantic Ocean/Long Island Soun,,Ponds,,259029.8948,3309.514582
1701-0122,Fort Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1701-0122.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0122/2018,(MW6.3h) BIS..P755,entire lake,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,707118.9431,5444.115982
1701-0125,Big/Little Fresh Ponds,B,https://www.dec.ny.gov/data/WQP/PWL/1701-0125.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0125/2018,"(MW6.3c) GB..LPB-123..P661,P662",total area of both lakes,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,409448.573,5083.403377
1701-0126,Little Fresh Pond,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0126.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0126/2018,(MW6.3c) GB..LPB-P667,entire lake,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,43093.89551,1697.704668
1701-0131,Hook Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0131.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0131/2018,(MW7.1a) AO-P776,entire lake,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,324756.2832,5830.474125
1701-0136,Smith Pond (Roosevelt Pond),C,https://www.dec.ny.gov/data/WQP/PWL/1701-0136.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0136/2018,(MW8.3a) MDB-228-P989-P991,entire lake,,,885,Atlantic Ocean/Long Island Soun,,Ponds,,24615.97168,751.9888581
1701-0159,Wantagh Pond,A,https://www.dec.ny.gov/data/WQP/PWL/1701-0159.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0159/2018,(MW8.2a) EB-224-P982,entire pond,,,885,Atlantic Ocean/Long Island Soun,,Ponds,,39824.89063,779.9058293
1701-0190,"Minor Staten Island Tribs, Upper",C,https://www.dec.ny.gov/data/WQP/PWL/1701-0190.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0190/2018,(MW1.2)  SI- 7a thru 7e,total length of selected (freshwater) tribs,,,890,Atlantic Ocean/Long Island Soun,,Ponds,,12214.56079,600.4627952
1701-0262,Peconic Lake/Swans Pond,See Blw,https://www.dec.ny.gov/data/WQP/PWL/1701-0262.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0262/2018,(MW6.2)  GB..FB-112-P555/P556,total area of both lakes,,,921,Atlantic Ocean/Long Island Soun,,Ponds,,484512.4668,6808.191546
1701-0267,Canoe Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0267.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0267/2018,(MW6.2)  GB..FB-112-3a-P563,entire lake,,,921,Atlantic Ocean/Long Island Soun,,Ponds,,31204.42041,990.5174114
1701-0268,Minor Lakes in Upper Peconic Watershed,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0268.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0268/2018,(MW6.2)  GB..FB-112..P575 thru P581,total area of selected lakes,,,921,Atlantic Ocean/Long Island Soun,,Ponds,,202974.6172,5772.084551
1701-0269,Minor Lakes in Upper Peconic Watershed,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0269.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0269/2018,(MW6.2)  GB..FB-112..P598 thru P609,total area of selected lakes,,,921,Atlantic Ocean/Long Island Soun,,Ponds,,189146.0234,7964.989988
1701-0274,"Sears, Penny and Bellows Ponds",B,https://www.dec.ny.gov/data/WQP/PWL/1701-0274.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0274/2018,"(MW6.3a) GB..FB..P633,P634,P637",total area of all three ponds,,,921,Atlantic Ocean/Long Island Soun,,Ponds,,163147.8574,3462.572877
1701-0285,"Barlow Pond, Fishers Island",A,https://www.dec.ny.gov/data/WQP/PWL/1701-0285.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0285/2018,(MW5.4g) LIS-FI-P1108,entire lake,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,51154.79663,1037.835719
1701-0291,"Little Long, Long, and Shorts Ponds",C,https://www.dec.ny.gov/data/WQP/PWL/1701-0291.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0291/2018,"(MW7.1b) AO-P790-P799,P800,P803",total area of all three lakes,,,923,Atlantic Ocean/Long Island Soun,,Ponds,,197686.9636,4722.717323
1701-0322,Lower Yaphank Lake,C(T),https://www.dec.ny.gov/data/WQP/PWL/1701-0322.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0322/2018,(MW7.4)  AO-GSB-177-P855,entire lake,,,922,Atlantic Ocean/Long Island Soun,,Ponds,,101294.2031,3611.748639
1701-0323,Upper Yaphank Lake,B(T),https://www.dec.ny.gov/data/WQP/PWL/1701-0323.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0323/2018,(MW7.4)  AO-GSB-177-P856,entire lake,,,922,Atlantic Ocean/Long Island Soun,,Ponds,,77801.68701,2135.377578
1701-0330,Dunton Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0330.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0330/2018,(MW7.5)  AO-GSB-181-P881,entire lake,,,922,Atlantic Ocean/Long Island Soun,,Ponds,,64465.4397,1836.69052
1701-0336,Sans Souci Lakes,B,https://www.dec.ny.gov/data/WQP/PWL/1701-0336.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0336/2018,(MW7.5)  AO-GSB-189-P896-P898,total area of all three lakes,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,103670.4485,4716.421031
1701-0340,"Lower/Upper Winganhauppauge, Knapp Lakes",C,https://www.dec.ny.gov/data/WQP/PWL/1701-0340.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0340/2018,"(MW7.8)  AO-GSB-194-P910,P911,P912",total area of all three lakes,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,128217.5896,3565.315033
1701-0346,Elda Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1701-0346.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0346/2018,(MW7.8)  AO-GSB-208-P947,entire lake,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,20386.77124,616.4711
1701-0353,"Long, Crooked, Little Long Ponds",C,https://www.dec.ny.gov/data/WQP/PWL/1701-0353.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0353/2018,"(MW6.3e) GB-SIS-SHB-P702,P705,P708",total area of all three lakes,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,432038.7529,8220.830782
1701-0356,"Treasure Pond, Fishers Island",C,https://www.dec.ny.gov/data/WQP/PWL/1701-0356.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0356/2018,(MW5.4g) LIS-FI-P1099,entire pond,,,924,Atlantic Ocean/Long Island Soun,,Ponds,,41725.30029,835.3488095
1702-0013,Millers Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1702-0013.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0013/2018,(MW5.3)  LIS-62-P296,entire lake,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,66618.2085,1899.660753
1702-0059,Kensico Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1702-0059.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0059/2018,(MW2.4)  ER-3-P1063,entire reservoir,,,935,Atlantic Ocean/Long Island Soun,,Ponds,,10129188.93,36416.40933
1702-0102,Jerome Park Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1702-0102.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0102/2018,(MW2.3)  ER-1-5-P1042,entire lake,,,935,Atlantic Ocean/Long Island Soun,,Ponds,,377722.9011,3208.4538
1702-0108,Hillview Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1702-0108.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0108/2018,(MW2.4)  ER-3-P1052,entire lake,,,935,Atlantic Ocean/Long Island Soun,,Ponds,,338051.6833,2418.182833
1702-0117,Reservoir No.2,C,https://www.dec.ny.gov/data/WQP/PWL/1702-0117.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0117/2018,(MW3.2)  LIS- 2-P1073a,entire lake,,,935,Atlantic Ocean/Long Island Soun,,Ponds,,33141.01001,1530.601646
1702-0128,Forest Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1702-0128.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0128/2018,(MW3.3)  LIS- 8-12-P1093b,entire lake,,,935,Atlantic Ocean/Long Island Soun,,Ponds,,43506.00098,1105.610983
1702-0155,Mill Pond,C(T),https://www.dec.ny.gov/data/WQP/PWL/1702-0155.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0155/2018,(MW4.4a) LIS-OBH-47-P156,entire lake,,,885,Atlantic Ocean/Long Island Soun,,Ponds,,29678.60693,752.3763234
1702-0233,Fresh Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1702-0233.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1702-0233/2018,(MW5.2b) LIS-P271a,entire lake,,,925,Atlantic Ocean/Long Island Soun,,Ponds,,70565.51904,2146.110704
