PWL_ID,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Area,Shape__Length,WIN
0903-0186,Mosquito Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0186.pdf,45748.1897,1784.815384,
0903-0187,McRorie Lake/Rock Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0187.pdf,1608298.636,11896.67042,
1003-0088,Follensby Clear Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0088.pdf,1984636.45,14612.78792,
1005-0058,Sly Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0058.pdf,165448.9485,2453.834187,
0801-0409,Buck Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0409.pdf,163301.957,4793.286254,
0801-0438,Chamber Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0438.pdf,106213.7754,1833.494029,
0903-0172,Lower County Line Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0172.pdf,20090.19434,762.9816041,
1004-0060,Fern Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0060.html,1690223.344,6989.453418,
1104-0290,Beaver Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0290.pdf,346147.8564,4437.511942,
0903-0057,Lost Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0057.html,43007.62964,1100.386811,
1003-0080,Lower Saranac Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0080.html,8681108.802,45986.71613,
1003-0081,McCauley Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0081.pdf,307475.4167,2444.298977,
1003-0083,Middle Saranac Lake (incl Weller Pond),entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0083.html,6425335.776,29718.60789,
0906-0048,Dority Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0048.pdf,112356.29,1561.96462,
0903-0166,"Blueberry Pond, White Lily Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0166.pdf,130497.9695,3021.749668,
0903-0167,Ampersand Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0167.pdf,1435978.271,11177.68795,
0905-0088,Minor Lakes Trib to Wolf Pond Outlet,total area of all selected lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0088.html,302671.9065,7755.399062,
1104-0061,Lewey Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0061.pdf,1498342.573,7757.341733,
1104-0073,Round Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0073.pdf,30968.448,985.625317,
0905-0156,"Silver Dawn Lake, L. Silver Dawn Lake",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0156.pdf,60709.09082,1687.669494,
1103-0016,McDougall Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0016.pdf,95745.28809,1178.176853,
0801-0433,Bear Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0433.pdf,210727.0286,2602.894312,
0801-0435,"Fourth, Third, Second Bisby Lakes",total area of all three lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0435.pdf,897137.042,12499.09641,
1104-0155,"Murphy Lake, Willis Lake",total area of both lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0155.pdf,147040.3125,2042.530766,
0905-0030,"Crystal Lake, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0030.html,58733.19189,1032.68502,
0903-0135,Little Moose Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0135.pdf,45067.41406,1033.413731,
1104-0216,Hewitt Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0216.pdf,689305.3167,5068.941207,
1104-0234,Pyramid Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0234.pdf,617637.5178,6302.2203,
1104-0043,Minerva Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0043.pdf,354057.9343,4095.878422,
1104-0047,Piseco Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0047.pdf,11352079.8,35225.67578,
1005-0042,Minor Lakes in Bishop Brook Watershed,total area of selected lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0042.pdf,100513.5466,3030.753569,
0902-0142,"Black Pond, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0142.pdf,24431.44238,794.7470749,
0902-0144,"Wolf Pond, Rice Lake",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0144.pdf,544865.1729,6680.38064,
1201-0175,Pleasant Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0175.html,982186.2996,6409.816175,
1005-0031,Lakes Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0031.pdf,298440.7212,4343.555854,
1104-0220,Bullet Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0220.pdf,124251.0686,1708.168801,
1104-0311,Sanford Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0311.pdf,196428.2251,1928.089088,
1003-0072,McKenzie Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0072.pdf,970948.6758,6225.455312,
0902-0108,Mountain Ponds,total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0108.html,60254.06055,3286.302111,
1005-0037,Sawmill Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0037.pdf,24985.53589,805.9094349,
1005-0038,Dolph/Beaver Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0038.pdf,185668.4033,3828.302307,
1005-0040,Hadlock Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0040.html,789927.6741,6679.277455,
0902-0146,Chain Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0146.pdf,372962.4897,6547.984534,
0902-0147,"Clear, Mountain, Beaver Valley Ponds",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0147.pdf,381708.0837,8442.882886,
1005-0032,"Crossett Pond, Thurber Pond",total area of both lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0032.pdf,560628.866,7690.492826,
1201-0171,Indian Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0171.pdf,80512.3186,1545.352486,
0801-0450,"Quiver Pond, Mountain Pond",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0450.pdf,138784.0747,2414.947068,
1201-0184,"Waters Millpond, Long Lake",total area of both lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0184.pdf,149334.5952,2725.922645,
1403-0068,North Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0068.pdf,223218.6921,2167.702669,
1000-0001,"Lake Champlain, Main Lake, North","portion of lake, Canadian border to/incl Cumberland Bay",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1000-0001.html,74198214,102368.0298,
1302-0115,Barrett Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0115.html,292022.8,2738.244663,
0902-0064,Mountain Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0064.pdf,34997.07349,1380.940314,
0905-0016,Sand Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0016.html,294343.416,2748.14213,
1202-0006,"White Birch Pond, Fawn Lake",total area of both lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0006.pdf,122242.7363,2167.030443,
0903-0169,Dawson Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0169.pdf,49926.96875,1661.875169,
0905-0175,"Shingle Pond, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0175.pdf,35849.24878,853.7582167,
1104-0299,Corner Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0299.pdf,246551.5552,2605.917009,
0902-0119,McCavanaugh Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0119.pdf,113348.0615,1663.596855,
0801-0316,Crystal Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0316.html,300028.4883,2490.468447,
1201-0141,Hinds Pond,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0141.pdf,86366.09424,1698.563077,
0801-0416,Round Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0416.pdf,215269.4346,2116.983412,
0801-0400,Lost Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0400.pdf,48818.24072,1680.392031,
0801-0341,Pleasant Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0341.pdf,59671.39087,926.2055904,
1001-0015,Willsboro Bay,"entire bay, as described below",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0015.html,9618362.959,19714.8174,
1003-0073,Oseetah Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0073.html,2868384.682,21876.00671,
0801-0448,"Mink Lake, Reed Pond",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0448.pdf,86379.53638,2421.14359,
0801-0377,Bug Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0377.html,357998.0977,4033.184234,
0801-0378,Eighth Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0378.html,1238053.682,6632.609779,
1005-0029,"Greenland Pond, Fishbrook Pond",total area of both lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0029.pdf,170139.3125,2974.096731,
1104-0236,Gooseneck Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0236.pdf,303516.9199,4440.860329,
0903-0094,Rock Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0094.pdf,69818.31519,1095.355047,
1005-0041,Lake Nebo,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0041.pdf,495933.5806,4806.935312,
1202-0016,Central Bridge Reservoirs,total area of both reservoirs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0016.html,103628.0579,1764.139772,
1104-0297,Arbutus Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0297.pdf,479583.3145,4334.945349,
1104-0298,"Catlin Lake, Long Lake, Caitlin Lake",total area of all three lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0298.pdf,2743978.213,18912.02226,
0902-0083,Owls Head Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0083.pdf,52270.4375,1468.644903,
1104-0230,Rock Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0230.pdf,232814.3289,3229.065023,
0801-0379,Nicks Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0379.html,806519.4575,8694.664952,
0801-0380,Rock Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0380.pdf,76247.6272,1129.60606,
0902-0056,Lower Chateaugay Lake and Narrows,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0056.pdf,2198780.413,7549.150997,
0801-0384,Combs Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0384.pdf,31791.93359,1041.152859,
0801-0385,Green Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0385.pdf,106944.7915,1507.715096,
0801-0311,Cranberry Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0311.pdf,87286.04248,1322.339805,
0903-0182,Mud Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0182.pdf,394497.3752,5623.870357,
0903-0183,Owls Head Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0183.pdf,62855.64624,1077.507744,
0801-0430,Brewer Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0430.pdf,83412.90674,1638.318978,
0906-0007,Mud Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0007.pdf,907565.739,7447.950664,
0905-0024,"Walker Lake, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0024.html,166634.6479,2374.972191,
0905-0144,"Mud Pond, Greenwood Lake",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0144.pdf,63144.19556,1605.234868,
0801-0381,Little Moose Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0381.pdf,2800181.098,11541.36706,
0903-0165,"Pickerel Pond, Rock Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0165.pdf,174611.5549,3025.889923,
0905-0125,Yellow Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0125.html,1459032.955,10544.83674,
1104-0224,Whortleberry Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0224.pdf,193876.5095,2760.144456,
0905-0148,Rock Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0148.pdf,79155.29004,1670.227215,
0904-0046,Parameter Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0046.pdf,108735.3887,2191.169705,
1104-0167,Gilman Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0167.pdf,179319.062,2561.709805,
0801-0431,White Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0431.pdf,987639.8867,9350.869372,
0905-0026,"Willys (Horseshoe) Lake, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0026.html,232217.5347,3305.03074,
1104-0049,Oxbow Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0049.pdf,1244691.681,7778.846828,
1104-0050,Sacandaga Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0050.html,6453445.904,20898.41508,
1104-0051,Lake Pleasant,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0051.html,5866060.56,17155.42093,
0905-0136,"Shiner Pond, Bullhead Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0136.pdf,89650.61621,2896.844124,
0904-0069,Burntbridge Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0069.pdf,223895.3853,2322.720211,
0902-0156,"Black Pond, Long Pond, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0156.pdf,357277.9648,5410.25682,
1301-0029,Helderberg Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0029.pdf,118239.6042,1720.281121,
0905-0127,Sherman Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0127.pdf,50918.34375,1398.516432,
0905-0038,"Desert, Jakes, Buck, Hog Ponds, more",total area of all four lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0038.html,188388.2295,5859.092063,
0801-0436,First Bisby Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0436.pdf,601772.4893,5065.090684,
0801-0437,"Lower, Upper Sylvan Ponds",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0437.pdf,122121.603,1973.514956,
1104-0007,Minor Lake Tribs to Upper Hudson River,"total area of select lakes, above Newcomb",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0007.html,985812.4265,19485.72651,
1104-0168,Second Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0168.pdf,54003.46851,1301.859025,
1104-0169,Minor Lakes in East Br Sacandaga Watersd,total area of selected lakes in watershed,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0169.pdf,1495297.587,23886.77264,
0902-0081,Duck Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0081.pdf,238086.175,3771.017048,
0905-0176,"Mud Pond, Little Otter Pond, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0176.pdf,68743.40405,2359.761535,
0905-0177,Sunny Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0177.pdf,33175.00952,686.7384588,
0903-0136,Bottle Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0136.pdf,208616.6301,3339.802318,
0801-0399,Falls Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0399.html,137191.4402,2518.609339,
1104-0059,Lake Durant,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0059.html,1232968.264,10662.78587,
0801-0358,Little Safford Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0358.html,370939.5525,8727.532124,
0903-0150,"Triangle Pond, Panther Pond",total are of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0150.pdf,203844.7871,2952.111895,
1301-0157,Dickiebusch Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0157.pdf,26440.46265,887.5725591,
1004-0067,Mirror Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0067.html,489997.6299,3946.27552,
0903-0092,French Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0092.pdf,60065.94116,1050.88843,
1104-0024,Great Sacandaga Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0024.html,100045835.7,188280.6712,
1104-0026,Stewarts Bridge Reservoir,entire reservoir,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0026.html,1885610.166,15377.81822,
1104-0027,Abanakee Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0027.pdf,2081620.43,29852.13807,
1104-0031,Loon Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0031.html,2214290.753,15911.85315,
1104-0037,Brant Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0037.html,6022283.051,35862.50833,
0801-0350,Copper Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0350.html,243334.2188,4077.137306,
0801-0351,Twin Sister Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0351.pdf,22411.11279,1182.435527,
1104-0229,"Alder, Crane Ponds",total area of both lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0229.html,665509.9851,5957.817244,
1104-0292,Goodnow Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0292.pdf,174081.2908,2519.570068,
0801-0312,Woods Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0312.pdf,247980.0862,3041.007782,
0801-0383,Panther Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0383.pdf,169176.1379,2073.997359,
0906-0052,Bullhead Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0052.pdf,203948.4414,2205.55733,
1201-0180,Conglin Lakes,total area of all three lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0180.pdf,57966.78027,1684.015435,
1201-0181,"Dexter, Spectacle and Dry Lakes",total area of all three lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0181.pdf,830509.873,10469.90917,
1104-0262,Balfour Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0262.pdf,365025.8433,3990.635088,
1104-0263,Wolf Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0263.pdf,272215.8491,6352.523319,
0904-0038,Horseshoe Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0038.pdf,62418.64746,1776.950402,
1004-0066,Connery Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0066.pdf,327184.2366,2900.740964,
1202-0014,Summit Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0014.html,174217.042,2025.00687,
0906-0044,Saint James Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0044.pdf,62060.12427,2521.509056,
1401-0111,Lynchs Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0111.pdf,54694.08862,1413.848153,
1404-0073,Silver Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1404-0073.pdf,60844.24463,1016.604182,
0905-0179,"Twin Lakes (North, South)",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0179.pdf,186800.0247,3031.449218,
0905-0180,Star Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0180.pdf,830163.9343,10602.30016,
