Segment ID,Waterbody Index Number (WIN),Name,Description,6NYCRR Chapter X Part,Water Quality Class,Basin,Segment Miles,Waterbody Type
0503-0007,Pa  3-57- 5-40,"Bennetts Creek, Lower, and minor tribs","stream and selected tribs, from mouth to Bennetts",811,C,Chemung River,34.2,Streams
0503-0008,Pa  3-57- 5-47,"Canacadea Creek, Lower, and tribs","stream and tribs, from mouth to Almond Reservoir",811,C,Chemung River,5.15,Streams
0503-0009,Pa 25,"Troups Creek, Lower, and tribs","stream and tribs, from state line to Troupsburg",811,C,Chemung River,50.82,Streams
0503-0010,Pa  3-57- 1 thru 20,Minor Tribs to Tioga River,"total length of select tribs, mouth to NY-Pa state line",811,C,Chemung River,74.55,Streams
0503-0011,Pa  3-57- 5 (portion 1),"Canisteo River, Lower, and minor tribs","stream and selected tribs, from mouth to Addison",811,C,Chemung River,22.53,Streams
0503-0012,Pa  3-57- 5 (portion 3),"Canisteo River, Middle, and minor tribs","stream and selected tribs, from Cameron to Canisteo",811,C,Chemung River,60.92,Streams
0503-0013,Pa  3-57- 5 (portion 5),"Canisteo River, Upper, and minor tribs","stream and selected tribs, above Hornell",811,C,Chemung River,117.18,Streams
0503-0014,Pa  3-57- 5- 5,Goodhue Creek and tribs,entire stream and tribs,811,C,Chemung River,20.29,Streams
0503-0016,Pa  3-57- 5- 8,"Tuscarora Creek, Lower, and tribs","stream and tribs, from mouth to above South Addison",811,C,Chemung River,44.18,Streams
0503-0017,Pa  3-57- 5- 8,"Tuscarora Creek, Middle, and tribs","stream and tribs, from above South Addison to Woodhull",811,C,Chemung River,22.21,Streams
0503-0018,Pa  3-57- 5- 8,"Tuscarora Creek, Upper, and tribs","stream and tribs, above Woodhull",811,C,Chemung River,39.06,Streams
0503-0019,Pa  3-57- 5- 8-11,"North Branch Tuscarora, Lower, and tribs","stream and tribs, from mouth to Hedgesville",811,C,Chemung River,21.16,Streams
0503-0020,Pa  3-57- 5- 8-11,"North Branch Tuscarora, Upper, and tribs","stream and tribs, above Hedgesville",811,C,Chemung River,26.61,Streams
0503-0021,Pa  3-57- 5- 8-21,South Branch Tuscarora Creek and tribs,entire stream and tribs,811,C,Chemung River,24.54,Streams
0503-0023,Pa  3-57- 5-38,"Colonel Bills Creek, and tribs",entire stream and tribs,811,C,Chemung River,37.4,Streams
0503-0024,Pa  3-57- 5-40,"Bennetts Creek, Upper, and tribs","stream and tribs, above Bennetts",811,C,Chemung River,80.73,Streams
0503-0025,Pa  3-57- 5-40- 1,Purdy Creek and tribs,entire stream and tribs,811,C,Chemung River,42.41,Streams
0503-0026,Pa  3-57- 5-47- 4,Karr Valley Creek and tribs,entire stream and tribs,811,C,Chemung River,46.53,Streams
0503-0028,Pa  3-57- 5-48,Big Creek and tribs,entire stream and tribs,811,C,Chemung River,29.65,Streams
0503-0029,Pa  3-57- 5-49,"Seeley/Carrington Cr, Lower, and tribs","stream and selected tribs, mouth to Hornell Reservoirs",811,C,Chemung River,15.28,Streams
0503-0030,Pa  3-57- 5-49,"Seeley/Carrington Cr, Upper, and tribs","stream and tribs, above Hornell Reservoirs",811,A,Chemung River,14.92,Streams
0503-0033,Pa  3-57- 9,Glendening Creek/South Branch and tribs,stream and selected tribs,811,C,Chemung River,12.21,Streams
0503-0034,Pa  3-57- 9- 2,North Branch Glendening Creek and tribs,entire stream and tribs,811,C,Chemung River,12.18,Streams
0503-0035,Pa  3-57-21,Cowanesque River and tribs,stream and tribs (within NYS),811,C,Chemung River,0.84,Streams
0503-0036,Pa 11 thru 20,Minor Tribs to Pennsylvania,total length of selected tribs (within NYS),811,C,Chemung River,25.77,Streams
0503-0037,Pa 21 thru 29,Minor Tribs to Pennsylvania,total length of selected tribs (within NYS),811,C,Chemung River,17.57,Streams
0503-0038,Pa 25,"Troups Creek, Upper, and tribs","stream and tribs, above Troupsburg",811,C,Chemung River,16.85,Streams
0601-0003,SR-146 (portion 1),"Unadilla River, Lower, Main Stem",river from mouth to New Berlin,931,B,Susquehanna River,34.35,Streams
0601-0005,SR-153,"Carrs Creek, Lower and tribs",stream and tribs from mouth to Sidney Center,931,C(T),Susquehanna River,31.86,Streams
0601-0014,SR-183,"Charlotte Creek, Lower, and tribs","stream and tribs, from mouth to Davenport Center",931,C(T),Susquehanna River,33.62,Streams
0601-0019,SR-187-14,"Elk Creek, Lower and tribs","stream and tribs, from mouth to Elk Creek",931,C(TS),Susquehanna River,31.16,Streams
0601-0020,SR (portion 7),"Susquehanna River, Main Stem",from Sidney to Colliersville,931,B,Susquehanna River,41.83,Streams
0601-0022,SR-195,"Cherry Valley Creek, Lower and tribs",stream and tribs from mouth to near Roseboom,931,C,Susquehanna River,90.86,Streams
0601-0027,SR-P404-10,Cripple Creek and tribs,stream and tribs from mouth/Otsego Lake to Weaver Lake,931,C(T),Susquehanna River,8.17,Streams
0601-0028,SR- 45 thru 78 (selected),Minor Tribs to Susquehanna River,total length of selected tribs fr Binghamton to Pa line,931,C,Susquehanna River,102.86,Streams
0601-0031,SR- 53,Park Creek and tribs,entire stream and tribs,931,C,Susquehanna River,27.5,Streams
0601-0034,SR-204-P392- 5,Ocquionis Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,41.57,Streams
0601-0035,SR-146-69,North Winfield Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,25.11,Streams
0601-0037,SR-146 (portion 2),"Unadilla River, Middle, and minor tribs","stream and select tribs, fr New Berlin to Leonardsville",931,B,Susquehanna River,80.78,Streams
0601-0039,SR-P404-10-P409-,Minor Tribs to Weaver Lake,selected/minor tribs to lake,931,C,Susquehanna River,13.21,Streams
0601-0040,SR (portion 6),"Susquehanna River, Main Stem",from NY-Pa state line to Sidney,931,B,Susquehanna River,53.3,Streams
0601-0041,SR (portion 9),"Susquehanna River, Upper, Main Stem",above Portlandville to Cooperstown,931,B,Susquehanna River,20.83,Streams
0601-0042,SR- 64,Little Snake Creek and tribs,entire stream and tribs (within NYS),931,C,Susquehanna River,50.53,Streams
0601-0043,SR- 66,Snake Creek and tribs,entire stream and tribs (within NYS),931,C,Susquehanna River,1.65,Streams
0601-0044,SR-123,Wylie Brook and tribs,entire stream and tribs,931,C,Susquehanna River,47.48,Streams
0601-0045,SR-134,"Kelsey Brook, Lower and minor tribs",stream and selected tribs from mouth to North Afton,931,C,Susquehanna River,14.18,Streams
0601-0046,SR-172,"Otego Creek, Lower, and minor tribs",stream and tribs from mouth to near Laurens,931,C(T),Susquehanna River,59.96,Streams
0601-0047,SR-204,Oaks Creek and minor tribs,entire stream and selected tribs,931,C(T),Susquehanna River,43.95,Streams
0601-0048,SR-139,Big Brook/Bennettsville Creek and tribs,stream and tribs fr mouth to Bundy Hollow/Masonville Cr,931,C,Susquehanna River,69.68,Streams
0601-0049,SR-146- 1,Guilford Creek and tribs,entire stream and tribs,931,C,Susquehanna River,29.19,Streams
0601-0050,SR-146- 9 (portion 1),"Butternut Creek, Lower, and minor tribs",stream and selected tribs from mouth to Gilbertsville,931,C(T),Susquehanna River,48.41,Streams
0601-0051,SR-146-19,Great Brook and tribs,entire stream and tribs,931,C,Susquehanna River,45.69,Streams
0601-0052,SR-146-36,"Wharton Creek, Lower, and minor tribs",stream and selected tribs from mouth to Edmeston,931,C(T),Susquehanna River,55.37,Streams
0601-0053,SR-146-44,"Beaver Creek, Lower, and tribs",stream and tribs from mouth to near Brookfield,931,C(T),Susquehanna River,16.06,Streams
0601-0054,SR-155,"Ouleout Creek, Lower, and tribs",stream and tribs from mouth to Handsome Br nr Brooklyn,931,C(T),Susquehanna River,14.63,Streams
0601-0055,SR-155- 3,Handsome Br/West Branch and minor tribs,entire stream (incl West Branch) and smaller tribs,931,C(TS),Susquehanna River,52.38,Streams
0601-0057,SR-155,"Ouleout Creek, Upper, and minor tribs",stream and selected tribs above Handsome Br,931,C(TS),Susquehanna River,93.48,Streams
0601-0058,SR-155- 7,Treadwell Creek and tribs,entire stream and tribs,931,C(TS),Susquehanna River,42.72,Streams
0601-0059,SR-165,Otsdawa Creek and minor tribs,stream and selected tribs fr mouth to East/West Branch,931,C(TS),Susquehanna River,27.89,Streams
0601-0060,SR-183- 8,Kortright Creek and tribs,entire stream and tribs,931,C(TS),Susquehanna River,40.73,Streams
0601-0061,SR-183-19,Middle Brook and minor tribs,entire stream and selected tribs,931,C(T),Susquehanna River,73.86,Streams
0601-0062,SR-187,"Schenevus Creek, Lower and tribs","stream and tribs, from mouth to near Schenevus",931,C(T),Susquehanna River,57.31,Streams
0601-0123,SR- 94 thru 121 (selected),Minor Tribs to Susquehanna River,total length of selected tribs fr PA line to Nineveh,931,C,Susquehanna River,114.05,Streams
0601-0126,SR-105,Occanum Creek and tribs,entire stream and tribs,931,C,Susquehanna River,21.44,Streams
0601-0129,SR-122,Belden Brook and tribs,entire stream and tribs,931,C,Susquehanna River,16.98,Streams
0601-0130,SR-132,Cornell Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,18.11,Streams
0601-0131,SR-134,"Kelsey Brook, Upper and tribs",stream and tribs above North Afton,931,C(T),Susquehanna River,27.13,Streams
0601-0133,SR-134- 8,Wilkins Brook and tribs,entire stream and tribs,931,C(T),Susquehanna River,31.25,Streams
0601-0136,SR-146- 3 thru 35 (selected),Minor Tribs to Lower Unadilla River,total length of selected tribs fr mouth to New Berlin,931,C,Susquehanna River,97.43,Streams
0601-0138,SR-146- 2,Rogers Hollow Creek and tribs,entire stream and tribs,931,C(TS),Susquehanna River,21.36,Streams
0601-0140,SR-146- 9 (portion 2),"Butternut Creek, Middle, and tribs","stream and tribs, from Gilbertsville to Morris",931,C(T),Susquehanna River,63.85,Streams
0601-0141,SR-146- 9 (portion 4),"Butternut Creek, Upper, and tribs","stream and tribs, above Garrattville",931,C(TS),Susquehanna River,42.43,Streams
0601-0145,SR-146-36,"Wharton Creek, Middle, and tribs",stream and tribs from Edmeston to Pecktown,931,C(T),Susquehanna River,62.78,Streams
0601-0146,SR-146-36,"Wharton Creek, Upper, and tribs",stream and tribs above Pecktown,931,C(T),Susquehanna River,49.45,Streams
0601-0147,SR-146-38,Center Brook and minor tribs,entire stream and selected tribs,931,C(T),Susquehanna River,28.4,Streams
0601-0148,SR-146-38- 1,Shawler Brook and tribs,entire stream and tribs,931,C(T),Susquehanna River,18.59,Streams
0601-0149,SR-146-36- 9,Mill Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,21.58,Streams
0601-0150,SR-146-43,Tallette Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,22.23,Streams
0601-0151,SR-146-44,"Beaver Creek, Upper and tribs",stream and tribs above Brookfield,931,C,Susquehanna River,44.8,Streams
0601-0153,SR-146-64,West Branch Unadilla River and tribs,entire stream and tribs,931,C(T),Susquehanna River,37.15,Streams
0601-0154,SR-147 thru 171 (selected),Minor Tribs to Susquehanna River,total length of select tribs fr Sidney to Oneonta,931,C,Susquehanna River,73.11,Streams
0601-0155,SR-154,"Carrs Creek, Upper and tribs",stream and tribs above Sidney Center,931,C(T),Susquehanna River,20.62,Streams
0601-0156,SR-158,Sand Hill Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,22.25,Streams
0601-0161,SR-172,"Otego Creek, Middle and tribs",stream and tribs from Laurens to Mount Vision,931,C(T),Susquehanna River,52.37,Streams
0601-0162,SR-172,"Otego Creek, Upper/Clark Brook and tribs",stream and tribs above Mount Vision,941,C(TS),Susquehanna River,54.47,Streams
0601-0165,SR-172-29,West Branch Otego Creek and tribs,entire stream and tribs,931,C(TS),Susquehanna River,38.05,Streams
0601-0166,SR-179,"Oneonta Creek, Upper, and tribs",stream and tribs above Oneonta,931,A,Susquehanna River,8.46,Streams
0601-0167,SR-183,"Charlotte Creek, Middle, and minor tribs","stream and selected tribs, Davenport Ctr to S.Worcester",931,C(T),Susquehanna River,111.54,Streams
0601-0168,SR-183-19- 8,Center Brook and tribs,entire stream and tribs,931,C(TS),Susquehanna River,34.41,Streams
0601-0169,SR-187,"Schenevus Creek, Upper and minor tribs",entire stream and selected tribs,931,C(T),Susquehanna River,76.11,Streams
0601-0170,SR-187-14,"Elk Creek, Upper and tribs","stream and tribs, above Elk Creek",931,C(TS),Susquehanna River,31.31,Streams
0601-0171,SR-204-P392-,Minor Tribs to Canadarago Lake,selected/minor tribs to lake,931,C,Susquehanna River,30.16,Streams
0601-0173,SR-187-21,Decatur Creek and tribs,entire stream and tribs,931,C(TS),Susquehanna River,27.09,Streams
0601-0174,SR-195,"Cherry Valley Creek, Upper and tribs",stream and tribs above Roseboom,931,C(T),Susquehanna River,52.98,Streams
0601-0175,SR-195-21,Pleasant Brook and tribs,entire stream and tribs,931,C(T),Susquehanna River,45.35,Streams
0601-0176,SR-204- 5,Fly Creek and tribs,entire stream and tribs,931,C(TS),Susquehanna River,33.03,Streams
0601-0177,SR-204-P392- 1,Herkimer Creek and tribs,entire stream and tribs,931,C,Susquehanna River,24.07,Streams
0601-0178,SR-204-P392- 3,Hyder Creek and tribs,entire stream and tribs,931,C,Susquehanna River,14.59,Streams
0601-0179,SR-P404-,Minor Tribs to Otsego Lake,selected/minor tribs to lake,930,C,Susquehanna River,44.52,Streams
0601-0180,SR-P404-12,Hayden Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,15.95,Streams
0601-0181,SR-P404-14,Shadow Brook and tribs,entire stream and tribs,931,C(T),Susquehanna River,33.25,Streams
0601-0182,SR (portion 5),"Susquehanna River, Main Stem",from Binghamton to NY-Pa state line nr Riverside,931,A,Susquehanna River,16.67,Streams
0601-0185,SR-103,"Hotchkiss Creek, Upper, and tribs",stream and tribs above Windsor,863,AA,Susquehanna River,1.61,Streams
0601-0186,SR-124 thru 145 (selected),Minor Tribs to Susquehanna River,total length of select tribs from Nineveh to Sidney,863,C,Susquehanna River,93.46,Streams
0601-0187,SR-142,"Yaleville Brook, Upper, and tribs",stream and tribs above Cooper Corners,931,A,Susquehanna River,21.75,Streams
0601-0188,SR-146 (portion 3),"Unadilla River, Upper, and minor tribs","stream and select tribs, above Leonardsville",931,C(T),Susquehanna River,107.54,Streams
0601-0189,SR-146- 1- 1,Upper Peckam Brook and tribs,stream and tribs above Sidnet Reservoir,931,AA,Susquehanna River,5.32,Streams
0601-0190,SR-146- 9 (portion 3),"Butternut Creek, Middle, and tribs","stream and tribs, from Morris to Garrattville",931,C(T),Susquehanna River,74.83,Streams
0601-0191,SR-146- 9- 7,"Dunderberg Creek , Upper, and tribs","stream and tribs, above Gilbertsville",931,AA(T),Susquehanna River,8.65,Streams
0601-0192,SR-173 thru 185,Minor Tribs to Susquehanna River,total length of select trib fr Oneonta to Colliersville,935,C,Susquehanna River,36.91,Streams
0601-0193,SR-183,"Charlotte Creek, Upper, and tribs","stream and tribs, above South Worcester",935,C(TS),Susquehanna River,65.04,Streams
0601-0194,SR-188 thru 207 (selected),Minor Tribs to Susquehanna River,"total length of select tribs, Colliers to Cooperstown",931,C,Susquehanna River,134.05,Streams
0602-0002,SR- 44-14 (portion 3),"Tioughnioga River, Upper, and mnr tribs","river select tribs, from Messengerville to Cortland",931,B,Susquehanna River,45.21,Streams
0602-0003,SR- 44-78,Payne Brook and tribs,entire stream and tribs,931,C,Susquehanna River,35.69,Streams
0602-0009,SR- 44 (portion 2),"Chenango River, Middle, Main Stem",from Chenango Forks to near Oxford,931,B,Susquehanna River,29.55,Streams
0602-0011,SR- 44-14-60- 6,Cold Brook and tribs,entire stream and tribs,931,C(T),Susquehanna River,24.7,Streams
0602-0013,SR- 44-54,"Canasawacta Creek, Lower and minor tribs",stream and selected tribs from mouth to South Plymouth,931,B,Susquehanna River,19.66,Streams
0602-0015,SR- 44-14-27 (portion 3),"Otselic River, Middle, Main Stem",river from Cincinnatus to Otselic,931,C(T),Susquehanna River,23.09,Streams
0602-0020,SR- 44-14-59,"East Branch Tioughnioga, Low, and tribs",stream and selected tribs from mouth to East Homer,931,C(T),Susquehanna River,33.51,Streams
0602-0024,SR- 44-14-27 (portion 2),"Otselic River, Lower, Main Stem",river from Whitney Point Lake/Reservoir to Cincinnatus,931,C(T),Susquehanna River,11.81,Streams
0602-0025,SR- 44-14-60- 4,Factory Brook and tribs,entire stream and tribs,931,C(TS),Susquehanna River,26.6,Streams
0602-0026,SR- 44-14-59-25-2,Fabius Brook and tribs,entire stream and tribs,931,C(T),Susquehanna River,35.99,Streams
0602-0029,SR- 44-14-27- 1 thru 12,Minor Tribs to Whitney Point Reservoir,total length of select tribs to reservoir,931,C,Susquehanna River,34.76,Streams
0602-0030,SR- 44-10,Osborne Creek and minor tribs,entire stream and selected tribs,931,C,Susquehanna River,44.92,Streams
0602-0033,SR- 44 (portion 1),"Chenango River, Lower, Main Stem",from mouth to Chenango Forks,931,B,Susquehanna River,21.35,Streams
0602-0036,SR- 44-11,"Page Brook, Lower and tribs",stream and tribs from mouth to Quinneville,931,C,Susquehanna River,41.97,Streams
0602-0037,SR- 44-14-30,Dudley Creek and tribs,entire stream and tribs,931,C,Susquehanna River,66.65,Streams
0602-0043,SR- 44-14-27 (portion 4),"Otselic River, Upper and minor tribs",stream and selected tribs above Otselic,931,C(T),Susquehanna River,48,Streams
0602-0046,SR- 44-14-27-34,Brakel Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,29.45,Streams
0602-0051,SR- 44-72-17,Hunt Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,4.1,Streams
0602-0052,SR- 44-14-27-13,Merrill Creek and tribs,entire stream and tribs,931,C(T),Susquehanna River,44.83,Streams
0602-0054,SR- 44-14-38,Hunts Creek and tribs,entire stream and tribs,931,C,Susquehanna River,19.31,Streams
0602-0055,SR- 44-14-43,Gridley Creek and tribs,entire stream and tribs,931,C,Susquehanna River,27.14,Streams
0602-0056,SR- 44-14-58,"Trout Brook, Lower, and tribs","stream and tribs, from mouth to McGraw",931,C,Susquehanna River,30.16,Streams
0602-0057,SR- 44-14-58,"Trout Brook, Upper, and tribs","stream and tribs, above McGraw",931,C,Susquehanna River,41.43,Streams
0602-0058,SR- 44-14-59- 9,Cheningo Creek and tribs,entire stream and tribs,931,C,Susquehanna River,53.79,Streams
