Site_ID,PWL_ID,Segment_Name,Municipality,Site Description,Latitude,Longitude,DEC_Region,Watershed_ID,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present
04-DICE-3.2,0402-0042,Canadice Outlet,Canadice,400 m downstream of canadice.,42.75795,-77.58306,8,ONT-117-27-34-11,T,F,T,F,F,T,T
12-CAJO-0.4,1201-0027,Canajoharie Creek,Canajoharie,200 m above montgomery st bridge.,42.905,-74.57167,4,H-240-112,T,T,T,T,T,F,F
12-CAJO-5.1,1201-0027,Canajoharie Creek,Canajoharie,40 m above mcewan rd. bridge.,42.87611,-74.60333,4,H-240-112,T,T,T,T,T,T,T
12-CAJO-9.9,1201-0027,Canajoharie Creek,Canajoharie,150 m above sr.10 bridge at cornerstone bapt.church.,42.84667,-74.60306,4,H-240-112,T,F,T,T,T,F,F
12-CAJO-13.2,1201-0127,Canajoharie Creek,Canajoharie,20 m above south buel rd. bridge.,42.8456,-74.65146,4,H-240-112,T,F,T,T,T,F,F
12-CAJO-14.5,1201-0127,Canajoharie Creek,Canajoharie,50 above van deusenville rd. bridge.,42.84917,-74.67389,4,H-240-112,T,F,T,T,T,F,F
12-CAJO-16.6,1201-0127,Canajoharie Creek,Cherry Valley,10 m above mill rd. bridge.,42.8422,-74.70701,4,H-240-112,T,F,T,T,T,F,F
12-CAJO-18.5,1201-0127,Canajoharie Creek,Cherry Valley,3 m below dugway rd. bridge.,42.85333,-74.7336,4,H-240-112,T,F,T,T,T,F,F
12-WCAJO-0.9,1201-0027,Canajoharie Creek,Canajoharie,off mill st.,42.898917,-74.5723,4,H-240-112,F,F,F,F,F,F,F
12-WCAJO-2.4,1201-0027,Canajoharie Creek,Canajoharie,wintergreen park rd.,42.8835,-74.566717,4,H-240-112,F,F,F,F,F,F,F
07-LCAND-0.0,,Canandaigua Lake,Canandaigua,ny nla lake site to test ibi.,42.771919,-77.309548,8,,F,F,F,F,F,F,F
07-CANA-3.5,0704-0041,Canandaigua Outlet,Lyons,100 m above alloway rd. bridge.,43.02228,-76.98958,8,ONT-66-12-52,T,T,T,T,T,F,F
07-CANA-21.6,0704-0042,Canandaigua Outlet,Manchester,off cr 7. below nys thruway bridge.,42.97631,-77.18089,8,ONT-66-12-52,T,F,T,T,T,F,F
07-CANA-23.9,0704-0011,Canandaigua Outlet,Manchester,above state route 96 bridge.,42.97417,-77.22334,8,ONT-66-12-52,T,F,T,T,T,T,T
07-CANA-26.8,0704-0011,Canandaigua Outlet,Hopewell,below county route 13 bridge.,42.94361,-77.22166,8,ONT-66-12-52,T,F,T,T,T,T,T
07-CANA-31.2,0704-0011,Canandaigua Outlet,Canandaigua,above county route 4 bridge.,42.90167,-77.24639,8,ONT-66-12-52,T,F,T,T,T,F,F
07-CANA-32.8,0704-0001,Canandaigua Outlet,Canandaigua,below saltonstall rd.,42.8867,-77.26598,8,ONT-66-12-52,T,F,T,T,T,T,T
07-CANA-33.5,0704-0001,Canandaigua Outlet,Canandaigua,below route 20 (between east and west bound lanes).,42.87806,-77.26972,8,ONT-66-12-52,T,F,T,T,T,F,F
06-WACT-0.4,0602-0013,Canasawacta Creek,Norwich,10 m above rte. 12 bridge.,42.51944,-75.52333,7,SR-44-54,T,F,T,T,T,F,F
04-RAGA-1.4,0404-0001,Canaseraga Creek,Mount Morris,at rt. 408 bridge. usgs gage station spillway.,42.73598,-77.84183,8,ONT-117-66,T,T,T,T,T,T,T
04-RAGA-4.3,0404-0001,Canaseraga Creek,Groveland,east of i-390 bridge; 1 mile south of rest area.,42.71975,-77.83185,8,ONT-117-66,T,F,T,F,F,F,F
04-RAGA-9.3,0404-0001,Canaseraga Creek,Groveland,at pioneer rd. bridge.,42.68074,-77.78448,8,ONT-117-66,T,T,T,T,T,T,T
04-RAGA-16.7,0404-0013,Canaseraga Creek,West Sparta,30 m above white bridge rd. bridge.,42.59299,-77.7266,8,ONT-117-66,T,F,T,T,T,F,F
04-RAGA-18.6,0404-0013,Canaseraga Creek,North Dansville,rte 36; 50 yds below bridge.,42.57165,-77.72581,8,ONT-117-66,T,F,T,T,T,T,T
04-RAGA-19.7,0404-0013,Canaseraga Creek,North Dansville,40 m above rt. 436 bridge.,42.56028,-77.71538,8,ONT-117-66,T,F,T,T,T,F,F
04-RAGA-21.2,0404-0013,Canaseraga Creek,North Dansville,30 m below poag hole rd. bridge.,42.54272,-77.70199,8,ONT-117-66,T,F,T,T,T,F,F
04-RAGA-31.1,0404-0013,Canaseraga Creek,Burns,100 m above rt. 70 bridge.,42.46037,-77.7741,9,ONT-117-66,T,F,T,T,T,F,F
07-SRAG-0.1,0703-0034,Canaseraga Creek,Sullivan,upstream of lake rd. access by boat from briggs bay dec launch.,43.14528,-75.86412,7,Ont  66-11-P26-33,T,T,T,F,F,F,T
07-SRAG-4.2,0703-0095,Canaseraga Creek,Sullivan,upstream of gee rd. bridge.,43.11,-75.83199,7,ONT-66-11-P 26-33-2-a,F,F,F,F,F,F,F
07-SRAG-6.6,0703-0095,Canaseraga Creek,Sullivan,at new boston rd. bridge.,43.08,-75.82638,7,ONT-66-11-P26-33-2,T,F,T,T,T,F,F
07-SRAG-9.0,0703-0095,Canaseraga Creek,Sullivan,150 m above rte 5 bridge.,43.05444,-75.84611,7,ONT-66-11-P26-33-2,T,F,T,T,T,T,T
07-SRAG-7.0,0703-0095,Canaseraga Creek,Sullivan,Upstream Harsh road crossing.,43.06921,-75.824837,7,Ont  66-11-P26-33- 2,T,,T,,,,T
07-TOTA-0.6,0703-0002,Canastota Creek,Lenox,several hundred ft below north main st bridge just upstream of interstate 90 bridge.,43.09,-75.759,7,ONT-66-11-P26-33-5,T,F,T,T,T,T,T
07-TOTA-0.8,0703-0002,Canastota Creek,Lenox,100 m above n. main st. rd. bridge.,43.08861,-75.75499,7,ONT-66-11-P26-33-5,T,T,T,T,T,T,T
07-TOTA-4.7,0703-0096,Canastota Creek,Lincoln,nelson rd. bridge. downstream of silage leachate farm.,43.042686,-75.762079,7,Ont  66-11-P26-33- 5,T,F,T,T,T,T,T
07-TOTA-8.2,0703-0096,Canastota Creek,Lincoln,nelson rd. bridge. upstream of silage leachate farm.,43.009316,-75.7822,7,Ont  66-11-P26-33- 5,T,F,T,F,F,F,F
04-CNEA-0.1,0403-0008,Caneadea Creek,Caneadea,at sr 19.,42.383055,-78.15472,9,Ont 117-136,F,T,F,F,F,F,F
04-CNEA-0.7,0403-0008,Caneadea Creek,Caneadea,mill st.; downstream of lake; bridge out site.,42.38637,-78.16373,9,ONT-117-136,T,F,T,F,F,F,F
04-CNEA-6.5,0403-0060,Caneadea Creek,Rushford,50 m below hardy corners rd. (co. rt. 7e) bridge.,42.38255,-78.25355,9,ONT-117-136,T,F,T,T,T,T,T
04-CNEA-10.1,0403-0060,Caneadea Creek,Rushford,600 m upstream of hardy's corner rd.,42.358923,-78.301007,9,Ont 117-136,T,T,T,T,T,T,T
05-STEO-0.6,0503-0011,Canisteo River,Erwin,at co rte 73 (hills rd) bridge.,42.10653,-77.1458,8,PA-3-57-5,T,F,T,T,T,T,T
05-STEO-9.7,0503-0006,Canisteo River,Rathbone,40 m below newcomb rd. bridge.,42.11616,-77.29912,8,PA-3-57-5,T,T,T,T,T,T,T
05-STEO-19.0,0503-0006,Canisteo River,Cameron,at co rt 22 bridge.,42.19295,-77.39251,8,PA-3-57-5,T,F,T,T,T,F,F
05-STEO-24.7,0503-0012,Canisteo River,Canisteo,50 m below bridge.,42.24891,-77.45244,8,PA-3-57-5,T,F,T,T,T,F,F
05-STEO-28.7,0503-0012,Canisteo River,Canisteo,above catatunk rd. bridge.,42.25261,-77.51771,8,PA-3-57-5,T,T,T,T,T,T,T
05-STEO-32.5,0503-0012,Canisteo River,Canisteo,40 m below carson (co rt 119) bridge.,42.264,-77.57985,8,PA-3-57-5,T,F,T,T,T,T,T
05-STEO-33.5,0503-0001,Canisteo River,Canisteo,100 m above end or ordway lane.,42.27253,-77.59595,8,PA-3-57-5,T,F,T,T,T,F,F
05-STEO-33.9,0503-0001,Canisteo River,Canisteo,at depot st bridge.,42.2762,-77.60151,8,PA-3-57-5,T,T,T,T,T,F,F
05-STEO-35.7,0503-0001,Canisteo River,Hornellsville,5 m below magee rd. bridge.,42.28617,-77.6244,8,PA-3-57-5,T,T,T,T,T,T,T
05-STEO-37.6,0503-0001,Canisteo River,Hornellsville,former asbaugh hill rd. bridge.,42.29946,-77.65046,8,PA-3-57-5,T,F,T,T,T,F,F
05-STEO-44.0,0503-0013,Canisteo River,Hornellsville,5 m below co.rt 65 (sanitarium rd) bridge.,42.37307,-77.68947,8,PA-3-57-5,T,F,T,T,T,F,F
05-STEO-55.4,0503-0013,Canisteo River,Birdsall,at lunn rd. bridge.,42.36968,-77.854257,9,PA-3-57-5,T,T,T,T,T,T,T
07-CANO-0.8,0705-0070,Canoga Creek,Fayette,road crossing on State route 89.,42.862869,-76.749509,8,Ont  66-12-P296- 99 thru 167 (sel.),T,,T,,,T,T
13-CNOP-0.8,1301-0141,Canopus Creek,Cortlandt,sprout brook rd.,41.31445,-73.92222,3,H- 55- 2,T,T,T,T,T,F,F
08-CDON-0.4,0801-0313,Capidon Creek,New Bremen,van amber rd. at culvert crossing.,43.86111,-75.47556,6,ONT-19-41,T,F,T,T,T,F,F
08-CDON-4.1,0801-0313,Capidon Creek,New Bremen,250 meters downstream of cutoff rd.,43.867568,-75.41966,6,ONT-19-41,T,F,T,T,T,T,T
17-CARL-0.8,1701-0089,Carlls River,Babylon,20 m below park ave. culvert.,40.70194,-73.32861,1,(MW7.8)  AO-GSB-208,T,T,T,T,T,T,T
17-CARL-1.8,1701-0089,Carlls River,Babylon,at rt. 27.,40.71556,-73.32917,1,(MW7.8)  AO-GSB-208,T,T,T,T,T,T,T
17-CARM-2.1,1701-0321,Carmans River,Brookhaven,buoy 2. opposite mouth of beaverdam creek.,40.7575,-72.92166,1,(MW7.4)  AO-GSB-177,T,F,T,F,F,F,F
17-CARM-2.6,1701-0321,Carmans River,Brookhaven,buoy 8. opposite smith point.,40.74194,-72.89082,1,(MW7.4)  AO-GSB-177,T,F,T,F,F,F,F
17-CARM-3.0,1701-0321,Carmans River,Brookhaven,opposite museum (shirley).,40.75583,-72.89167,1,(MW7.4)  AO-GSB-177,T,F,T,F,F,F,F
17-CARM-3.7,1701-0321,Carmans River,Brookhaven,green buoy 3. opposite mouth of big fish creek.,40.76639,-72.89167,1,(MW7.4)  AO-GSB-177,T,F,T,F,F,F,F
17-CARM-4.8,1701-0321,Carmans River,Brookhaven,50 m upstream of mouth of yaphank creek.,40.78167,-72.895,1,(MW7.4)  AO-GSB-177,T,F,T,F,F,F,F
17-CARM-5.8,1701-0321,Carmans River,Brookhaven,opposite usfw wertheim ranger station.,40.79445,-72.88528,1,(MW7.4)  AO-GSB-177,T,F,T,T,T,F,F
17-CARM-6.2,1701-0102,Carmans River,Brookhaven,dec fishing access. north of montauk highway.,40.80083,-72.88417,1,(MW7.4)  AO-GSB-177,T,F,T,T,T,T,T
17-CARM-8.0,1701-0102,Carmans River,Brookhaven,e gate. off river rd.,40.82306,-72.8925,1,(MW7.4)  AO-GSB-177,T,F,T,T,T,T,T
17-CARM-9.0,1701-0102,Carmans River,Brookhaven,below foot bridge at usgs gaging station.,40.83,-72.90694,1,(MW7.4)  AO-GSB-177,T,T,T,T,T,T,T
17-CARM-10.9,1701-0102,Carmans River,Brookhaven,below upper lake.,40.84139,-72.93693,1,(MW7.4)  AO-GSB-177,T,F,T,T,T,T,T
17-CARM-12.9,1701-0102,Carmans River,Brookhaven,below east bartlett rd.,40.86306,-72.94334,1,(MW7.4)  AO-GSB-177,T,F,T,T,T,T,T
10-CARN-1.2,1004-0020,Carney Brook,Chesterfield,40 m below lamountain rd. bridge.,44.45468,-73.56276,5,C- 25,T,F,T,T,T,T,T
12-CARO-0.3,1201-0076,Caroga Creek,Palatine,200 m above rt. 5 bridge.,42.96806,-74.62861,4,H-240-127,T,T,T,T,T,T,T
12-CARO-7.9,1201-0076,Caroga Creek,Ephratah,800 ft nw off yanney rd.,43.001801,-74.54849,5,H-240-127,T,F,T,T,T,T,T
12-CARO-9.0,1201-0076,Caroga Creek,Ephratah,10 m above mouth of sprite creek.,43.00195,-74.53917,5,H-240-127,T,F,T,T,T,F,F
07-CARP-2.1,0701-0033,Carpenters Brook,Elbridge,peru rd. bridge; 60 m upstream.,43.07195,-76.42139,7,ONT-66-12-28,T,F,T,T,T,F,F
05-CARI-0.2,0503-0030,Carrington Creek,Fremont,10 m upstream of evans rd.,42.40856,-77.61823,8,PA-3-57-5-49,T,T,T,T,T,T,T
02-CRLT-0.2,0201-0036,Carrollton Run,Carrollton,at bridge on south carrollton rd.,42.097,-78.658,9,PA-53-33,T,F,F,T,T,T,T
06-CARR-1.9,0601-0005,Carrs Creek,Sidney,30 m below poplar hill rd. bridge.,42.30333,-75.31555,4,SR-153,T,F,T,T,T,T,T
03-CART-0.9,0303-0040,Carter Creek,Orleans,dog hill rd.,44.12094,-75.94156,6,ONT-18-4,T,F,T,F,T,T,T
04-CASD-0.4,0402-0041,Cascade Brook,Middlebury,250 m upstream of sr 19 acadamy street.,42.82201,-78.09362,9,ONT-117-25-28a,T,F,F,F,F,T,T
10-CADE-0.1,1004-0071,Cascade Brook,Keene,30 m above church st.,44.2625,-73.79583,5,C- 25-27,T,T,T,T,T,F,F
07-CASC-0.8,0705-0035,Cascadilla Creek,Ithaca,lake rd. and madison st; 50 m above.,42.44583,-76.50026,7,ONT-66-12-P296-75-3,T,F,T,T,T,T,T
13-CASP-1.7,1301-0195,Casper Creek,Poughkeepsie,20 m above camelot rd. bridge.,41.63222,-73.92693,3,H-105,T,T,T,T,T,T,F
13-WCASP-7.8,1301-0195,Casper Creek,Poughkeepsie,stop and shop in poughkeepsie.,41.701136,-73.88862,3,H-105,F,F,F,F,F,F,F
02-CSRN-1.1,0202-0076,Cass Run,Carroll,Atstate Rt 62 / Frewsburg-Kennedy road crossing.,42.083887,-79.120282,9,Pa-63-12,T,,T,,,,T
02-CASS-2.3,0202-0012,Cassadaga Creek,Poland,dolloff rd. 20 m below.,42.09653,-79.15674,9,PA-63-13,T,F,T,T,T,T,T
02-CASS-12.5,0202-0030,Cassadaga Creek,Ellicott,20 m above ross mills rd. bridge.,42.15508,-79.22382,9,PA-63-13,T,T,T,T,T,T,T
02-CASS-25.6,0202-0031,Cassadaga Creek,Stockton,rt. 56. 80 m below dead-end bridge.,42.24392,-79.30646,9,PA-63-13,T,F,T,T,T,F,T
02-CASS-33.3,0202-0031,Cassadaga Creek,Stockton,10 m below luce rd. bridge.,42.31195,-79.29892,9,PA-63-13,T,F,T,T,T,F,T
02-CASS-38.5,0202-0040,Cassadaga Creek,Pomfret,"route 60 bridge 


























previously thought to be a trib. actually cassadaga ck.",42.352743,-79.3118,9,PA-63-13-P133-3-P135-P136-2,T,F,T,T,T,T,T
01-LCASS-0.0,,Cassadaga Lake,Stockton,ny nla lake site to test ibi.,42.344211,-79.320386,9,,F,F,F,F,F,F,F
05-CASL-4.2,0502-0014,Castle Creek,Howard,450 meters upstream of saxton rd.,42.404787,-77.520246,8,PA-3-58-38-1,F,F,F,F,F,F,F
06-CSTL-0.9,0602-0065,Castle Creek,Chenango,40 m above rt. 11 bridge next to jehovah's witnesses hall.,42.16882,-75.89902,7,SR-44-5,T,T,T,T,T,T,T
06-CSTL-1.9,0602-0065,Castle Creek,Chenango,adj. to rt. 11.,42.18068,-75.90225,7,SR-44-5,T,F,T,T,T,T,T
06-CSTL-4.7,0602-0065,Castle Creek,Chenango,east off castle creek rd. across farm field.,42.21498,-75.9068,7,SR-44-5,T,F,T,T,T,T,T
07-CTLE-0.1,0705-0027,Castle Creek,Geneva,50 m from trib mouth.,42.873,-76.973,8,Ont  66-12-P369-116 thru 139,T,T,T,T,T,T,T
14-CHOL-0.4,1403-0093,Cat Hollow,Colchester,off sr 206.,42.06522,-74.94134,4,D-70-43 thru 78,T,T,T,T,T,T,T
06-CATA-1.7,0603-0031,Catatonk Creek,Tioga,30 m downstream of glen mary drive bridge.,42.14167,-76.29472,7,SR-16-4,T,T,T,T,T,T,T
06-CATA-5.1,0603-0012,Catatonk Creek,Candor,off rt. 96; 0.1 mi. above catatonk golf course br.,42.1826,-76.3087,7,SR-16-4,T,F,T,T,T,F,F
06-CATA-11.7,0603-0008,Catatonk Creek,Candor,60 m above griddleyville cross rd. bridge.,42.2357,-76.37679,7,SR-16-4,T,F,T,T,T,T,T
03-CATF-1.3,0303-0099,Catfish Creek,New Haven,co rte 6 bridge; 5 m above.,43.49889,-76.31667,7,ONT-60,T,T,T,T,T,T,T
07-CATH-0.1,0705-0011,Catherine Creek,Montour,dec fishing access site. 0.1 km above rte 14.,42.33444,-76.83861,8,ONT-66-12-P369-59,T,F,T,T,T,F,F
07-CATH-0.6,0705-0011,Catherine Creek,Montour,south genesee st bridge.,42.328754,-76.84401,8,Ont  66-12-P369- 59 (upper),T,T,T,T,T,T,T
07-DKTN-0.2,0705-0080,Catlin Mill Creek,Montour,100 meters downstream S Lhommedieu St off from Catherin Creek Park rd,42.344077,-76.835337,8,Ont  66-12-P369- 59- 5a,T,,T,,,T,T
05-CATO-0.6,0501-0046,Caton Creek,Caton,30 m above west caton rd. bridge (cr40a).,42.09136,-77.04207,8,PA-3-47-2,T,F,T,T,T,F,F
13-CATS-5.6,1309-0004,Catskill Creek,Catskill,0.5 mi.below rt.23b bridge;off gilfeather park rd.,42.2525,-73.90361,4,H-193,T,F,T,T,T,F,F
13-CATS-6.2,1309-0004,Catskill Creek,Catskill,50 m above rt. 23b bridge.,42.25639,-73.90471,4,H-193,T,T,T,T,T,T,F
13-CATS-10.9,1309-0004,Catskill Creek,Cairo,off co. rt. 23b; 150 m above ira vail rd. bridge.,42.27889,-73.95971,4,H-193,T,F,T,T,T,F,T
13-CATS-13.7,1309-0004,Catskill Creek,Cairo,0.6 mi.below lakes mills bridge off warren stein rd.,42.31389,-73.9836,4,H-193,T,F,T,T,T,F,F
13-CATS-22.6,1309-0011,Catskill Creek,Durham,50 m below co. rt. 67a bridge.,42.37278,-74.08028,4,H-193,T,F,T,T,T,F,F
13-CATS-24.5,1309-0011,Catskill Creek,Durham,50 m below rt. 22 bridge.,42.40556,-74.15194,4,H-193,T,F,T,T,T,F,F
13-CATS-29.4,1309-0011,Catskill Creek,Broome,off rt. 145; 100 m below west winds diner.,42.47142,-74.24693,4,H-193,T,F,T,T,T,F,F
13-CATS-32.8,1309-0011,Catskill Creek,Broome,off rt.145 at dec fishing access;1 mi.below rt.19a.,42.47,-74.24499,4,H-193,T,F,T,T,T,F,T
13-CATS-39.0,1309-0011,Catskill Creek,Broome,mattice rd. bridge.,42.485,-74.26769,4,H-193,F,F,F,F,F,F,F
13-WCATS-39.0,1309-0011,Catskill Creek,Broome,mattice rd. bridge.,42.485,-74.26769,4,H-193,F,F,F,F,F,F,F
13-WCATS-41.1,1309-0011,Catskill Creek,Broome,off sr 145. opposite vaughn rd.,42.4996,-74.2923,4,H-193,F,F,F,F,F,F,F
14-CATL-0.1,1403-0029,Cattail Brook,Rockland,river street bridge 30 m above.,41.9003,-74.8318,3,D-70-20-25- 8,T,F,T,T,T,T,T
01-CATT-48.4,0104-0005,Cattaragus Creek,Yorkshire,750 m downstream of sr 39.,42.53371,-78.47919,9,Ont 158..E-23 (portion 5),T,F,T,T,T,T,T
01-CATT-2.0,0104-0029,Cattaraugus Creek,Brant,at rts. 5 and 20 bridge.,42.5685,-79.10426,9,E-23,T,T,T,T,T,T,T
01-CATT-11.0,0104-0053,Cattaraugus Creek,Perrysburg,200 m below versailles plank rd. bridge.,42.52499,-78.99087,9,E-23,T,F,T,T,T,F,F
01-CATT-17.5,0104-0053,Cattaraugus Creek,Collins,100 m above rt. 39 (main st.) bridge.,42.46261,-78.93382,9,E-23,T,F,T,T,T,T,T
01-CATT-27.3,0104-0074,Cattaraugus Creek,Collins,100 m above n. otto rd. bridge; dec fishing access.,42.45687,-78.81208,9,E-23,T,F,T,T,T,F,F
01-CATT-36.9,0104-0025,Cattaraugus Creek,Ashford,100 m below scoby hill rd. bridge; 300 m below dam.,42.48417,-78.70084,9,E-23,T,T,T,T,T,T,T
01-CATT-42.8,0104-0020,Cattaraugus Creek,Concord,200 m above rt. 240 (vaughn st.) bridge.,42.49735,-78.6392,9,E-23,T,F,T,T,T,F,F
01-CATT-46.9,0104-0020,Cattaraugus Creek,Sardinia,400 m downstream of hake rd. bridge.,42.51262,-78.58609,9,E-23,T,T,T,T,T,T,T
01-CATT-53.0,0104-0005,Cattaraugus Creek,Yorkshire,100 m above cr 225a bridge.,42.52713,-78.50803,9,E-23,T,F,T,T,T,F,F
01-CATT-56.4,0104-0005,Cattaraugus Creek,Arcade,150 m below north woods rd. bridge.,42.53685,-78.45947,9,E-23,T,F,T,T,T,F,F
01-CATT-58.9,0104-0005,Cattaraugus Creek,Arcade,40 m above water st. bridge.,42.53564,-78.41977,9,E-23,T,T,T,T,T,T,T
01-CATT-64.4,0104-0005,Cattaraugus Creek,Arcade,at east arcade rd. bridge.,42.5693,-78.34674,9,E-23,T,T,T,T,T,T,T
01-LRNC_07-0.1,0104-0029,Cattaraugus Creek,Brant,access at sunset bay dec launch. multiplates are downstream on far shore.,42.56944,-79.13582,9,E-23,F,F,F,F,F,F,F
12-CAYA-0.1,1201-0001,Cayadutta Creek,Mohawk,20 m above rt. 5 bridge.,42.95333,-74.38084,4,H-240-89,T,F,T,T,T,F,F
12-CAYA-2.9,1201-0001,Cayadutta Creek,Mohawk,50 m above rt. 334 bridge.,42.96722,-74.42083,4,H-240-89,T,F,T,T,T,F,F
12-CAYA-4.7,1201-0001,Cayadutta Creek,Johnstown,40 m above rt. 334 bridge. 1.9 mi. below stp.,42.98667,-74.43027,5,H-240-89,T,T,T,T,T,T,T
12-CAYA-6.7,1201-0001,Cayadutta Creek,Johnstown,20 m above union ave. ext. bridge.,42.99333,-74.39861,5,H-240-89,T,F,T,T,T,F,F
12-CAYA-8.2,1201-0001,Cayadutta Creek,Johnstown,10 m above west main st. bridge.,43.00611,-74.37944,5,H-240-89,T,F,T,T,T,F,F
12-CAYA-10.1,1201-0044,Cayadutta Creek,Johnstown,40 m below townsend ave. bridge.,43.02083,-74.36583,5,H-240-89,T,F,T,T,T,T,T
12-CAYA-12.9,1201-0044,Cayadutta Creek,Gloversville,200 m above main st. bridge.,43.04806,-74.34917,5,H-240-89,T,F,T,T,T,F,F
12-CAYA-13.0,1201-0044,Cayadutta Creek,Gloversville,20 m above confluence with west branch.,43.04972,-74.35,5,H-240-89,T,F,T,T,T,F,F
12-CAYA-15.4,1201-0044,Cayadutta Creek,Johnstown,5 m above west state st. ext. bridge.,43.06778,-74.35806,5,H-240-89,T,T,T,T,T,T,T
01-CYGA-1.2,0101-0001,Cayuga Creek,Niagara Falls,SR 62,43.091944,-78.9625,9,ONT-158-8,F,T,F,F,F,F,F
01-CYGA-2.4,0101-0001,Cayuga Creek,Niagara,at rt. 182 (porter rd.) bridge.,43.10106,-78.95743,9,ONT-158-8,T,F,T,T,T,T,T
01-WYUGA-4.7,0103-0007,Cayuga Creek,Cheektowaga,rowley rd. downstream from bridge.,42.894388,-78.731805,9,E-1-6,F,F,F,F,F,F,F
01-WYUGA-12.3,0103-0017,Cayuga Creek,Lancaster,downstream from bridge at bowen rd.,42.889694,-78.64352,9,E-1-6,F,F,F,F,F,F,F
01-YUGA-3.9,0103-0007,Cayuga Creek,Cheektowaga,200 m below rt. 277 bridge.,42.88333,-78.75652,9,E-1-6,T,T,T,T,T,T,T
01-YUGA-4.7,0103-0007,Cayuga Creek,Cheektowaga,rowley rd.,42.89211,-78.7317,9,Ont 158..E- 1- 6,T,F,T,T,T,T,T
01-YUGA-12.3,0103-0017,Cayuga Creek,Lancaster,at bowen rd.,42.88967,-78.64347,9,E-1-6,T,T,T,T,T,T,T
01-YUGA-19.9,0103-0017,Cayuga Creek,Alden,at three rod rd. (cr 354) bridge.,42.8802,-78.5223,9,E-1-6,T,F,T,T,T,F,F
01-YUGA-26.0,0103-0017,Cayuga Creek,Bennington,Downstream of Folsomdale Rd.,42.82723773,-78.45003373,9,Ont 158..E- 1- 6,T,T,T,F,F,T,T
01-YUGA-31.5,0103-0002,Cayuga Creek,Bennington,10 m upstream of rte 77 bridge.,42.792,-78.39651,9,E-1-6,T,F,T,T,T,F,F
07-LCAGA-0.0,,Cayuga Lake,Romulus,,42.74,-76.74,8,,F,F,F,F,F,F,F
07-CAYG-1.1,0705-0059,Cayuga Lake Inlet,Ithaca,200 m below rte 13.,42.41606,-76.52838,7,ONT-66-12-P296-75,T,T,T,T,T,T,T
07-CAYG-4.1,0705-0059,Cayuga Lake Inlet,Newfield,rte 34 bridge; 200 m upstream.,42.38472,-76.55583,7,ONT-66-12-P296-75,T,F,T,T,T,T,T
06-CAYU-0.5,,Cayuta Creek,Sayre (PA),50 m above n. thomas ave. (dominic pace rd) bridge.,41.98833,-76.50805,7,SR,T,F,T,T,T,F,F
06-CAYU-1.6,,Cayuta Creek,Sayre (PA),off spring st. 50 m below rt. 17 bridge.,41.99833,-76.52333,7,SR,T,F,T,T,T,F,F
06-CAYU-1.7,0603-0022,Cayuta Creek,Barton,location below waverly wwtf collected by srbc. not for permanance in sbu db.,42,-76.522972,7,SR (Pa)-1 (portion 1),F,F,F,T,T,F,F
06-CAYU-2.1,0603-0022,Cayuta Creek,Barton,100 m above brd. st. bridge.,42.00389,-76.52361,7,SR-Pa 1,T,T,T,T,T,T,T
06-CAYU-8.5,0603-0064,Cayuta Creek,Barton,100 m downstream of reniff rd.,42.115445,-76.547027,7,SR (Pa)-1 (portion 2),T,T,T,T,T,T,T
06-CAYU-15.5,0603-0065,Cayuta Creek,Van Etten,wyncoop creek rd. under bridge.,42.20284,-76.57341,8,SR-Pa 1,T,T,T,T,T,T,T
06-CAYU-17.3,0603-0065,Cayuta Creek,Van Etten,walk to creek at pull of on decker rd.,42.21675,-76.59775,8,SR-Pa 1,T,F,T,T,T,T,T
01-CAZE-0.1,0103-0009,Cazenovia Creek,Aurora,rte 20.,42.76003,-78.64523,9,E-1-4,T,F,T,F,F,F,F
01-CAZE-1.1,0103-0009,Cazenovia Creek,Buffalo,at cazenovia st. bridge.,42.850556,-78.80916,9,Ont 158..E- 1- 4,F,T,F,F,F,F,F
01-CAZE-1.6,0103-0009,Cazenovia Creek,Buffalo,80 m below parkside dr. bridge.,42.84589,-78.80645,9,E-1-4,T,T,T,T,T,T,T
01-CAZE-2.8,0103-0009,Cazenovia Creek,West Seneca,seneca st.,42.84068,-78.78628,9,E-1-4,T,F,T,F,F,F,F
01-CAZE-14.5,0103-0009,Cazenovia Creek,Aurora,50 m above willardshire rd. bridge.,42.7797,-78.6826,9,E-1-4,T,F,T,T,T,F,F
09-CEDL-0.1,0904-0023,Cedar Lake Stream,Hermon,spruce rd.,44.372,-75.2154,6,SL- 2-25- 2,T,T,T,F,T,T,T
13-CDRP-1.7,1301-0062,Cedar Pond Brook,Stony Point,in lowland town park.,41.2268,-73.98465,3,H-43,T,F,F,T,T,T,F
11-CEDR-14.3,1104-0278,Cedar River,Indian Lake,0.8 mi. above rt.28 on cedar river rd.,43.78333,-74.32082,5,H-469,T,F,T,T,T,T,T
11-XCR-1.9,1104-0064,Cedar River,Newcomb,above mouth near indian lake.,43.85583,-74.22277,5,H-469,F,F,F,T,T,F,F
11-XCR-14.9,1104-0278,Cedar River,Indian Lake,above bear trap brook near indian lake.,43.78305,-74.33194,5,H-469,F,F,F,T,T,F,F
